2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 		PATO_0000467 			
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 		PATO_0000070 			
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 		BFO_0000050 		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERON_0018342 and (BFO_0000053 some PATO_0000070) and UBERON_0018342 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 				UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 	
2		1		UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 				UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some PATO_0000070) and UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4ba and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 	
