Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
94	Manual intermedium size relative to centrale	0	larger	UBERON:3010069	'intermedium (fore)'	PATO:0000586	'increased size'	UBERON:0007958	'central carpal bone'
94	Manual intermedium size relative to centrale	1	smaller	UBERON:3010069	'intermedium (fore)'	PATO:0000587	'decreased size'	UBERON:0007958	'central carpal bone'
94	Manual intermedium size relative to centrale	2	intermedium lost	UBERON:3010069	'intermedium (fore)'	PATO:0000462	absent		
95	p1 hypoconid presence on Lp1	0	absent	UBERON_0018279 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some UBERON:0003278)))	hypoconid and (part_of some ('premolar tooth' and (part_of some 'skeleton of lower jaw')))	PATO:0000462	absent		
95	p1 hypoconid presence on Lp1	1	present	UBERON_0018279 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some UBERON:0003278)))	hypoconid and (part_of some ('premolar tooth' and (part_of some 'skeleton of lower jaw')))	PATO:0000467	present		
96	Rictal bristles:	0	absent	UBERON_0018355	'rictal bristle'	PATO:0000462	absent		
96	Rictal bristles:	1	present	UBERON_0018355	'rictal bristle'	PATO:0000467	present		
97	Paired fin radials barely extend beyond level of body wall	0	absent	UBERON:1500006 and (PHENOSCAPE:extends_to some UBERON:0008897)	'paired fin radial' and (extends_to some fin)	PATO:0000462	absent		
97	Paired fin radials barely extend beyond level of body wall	1	present	UBERON:1500006 and (PHENOSCAPE:extends_to some UBERON:0008897)	'paired fin radial' and (extends_to some fin)	PATO:0000467	present		
98	Caudal fin spot position	0	dorsal to lateral line	UBERON:2002283 and (BFO:0000050 some UBERON:4000164)	'melanophore spot' and (part_of some 'caudal fin')	PATO:0001233	'dorsal to'	UBERON:0010202	'lateral line'
98	Caudal fin spot position	2	vertical stripe across tail	UBERON:2001463 and (BFO:0000050 some UBERON:4000164)	'melanophore stripe' and (part_of some 'caudal fin')	PATO:0001854	vertical		
98	Caudal fin spot position	1	straddling lateral line	UBERON:2001463 and (BFO:0000050 some UBERON:4000164)	'melanophore stripe' and (part_of some 'caudal fin')	PATOTEMP:1077a5a0-91fa-4b04-bf06-0ab12a965272	straddling	UBERON:0010202	'lateral line'
99	MEB entotympanic, rostral element, presence	0	absent	UBERON_0018356	'rostral entotympanic element'	PATO:0000462	absent		
99	MEB entotympanic, rostral element, presence	1	present	UBERON_0018356	'rostral entotympanic element'	PATO:0000467	present		
100	Anterior part of dentary	0	with teeth	UBERON:0003672 and (UBERON:attaches_to some (BSPO:0000071 and (BFO:0000050 some UBERON:0004742)))	dentition and (attaches_to some ('anterior region' and (part_of some dentary)))	PATO:0000467	present		
100	Anterior part of dentary	1	edentulous	UBERON:0003672 and (UBERON:attaches_to some (BSPO:0000071 and (BFO:0000050 some UBERON:0004742)))	dentition and (attaches_to some ('anterior region' and (part_of some dentary)))	PATO:0000462	absent		
101	Dibasal pectoral fin endoskeleton	0	absent	BSPO:0000058 and (BFO:0000050 some UBERON:0010710)	'basal side' and (part_of some 'pectoral fin skeleton')	PATO:0002034	undivided		
101	Dibasal pectoral fin endoskeleton	1	present	BSPO:0000058 and (BFO:0000050 some UBERON:0010710)	'basal side' and (part_of some 'pectoral fin skeleton')	PATO:0001786	split		
102	Scapula, size relative to the coracoid ()	0	subequal to, or larger than	UBERON:0006849	scapula	PATO:0000586	'increased size'	UBERON:0004743	'coracoid bone'
102	Scapula, size relative to the coracoid ()	0	subequal to, or larger than	UBERON:0006849	scapula	PATOTEMP:08f33581-2b05-477a-9213-dda0e0972f7a	'equal length'	UBERON:0004743	'coracoid bone'
102	Scapula, size relative to the coracoid ()	1	smaller than	UBERON:0006849	scapula	PATO:0000587	'decreased size'	UBERON:0004743	'coracoid bone'
102	Scapula, size relative to the coracoid ()	2	scapula and coracoid absent	UBERON:0006849	scapula	PATO:0000462	absent		
102	Scapula, size relative to the coracoid ()	2	scapula and coracoid absent	UBERON:0004743	'coracoid bone'	PATO:0000462	absent		
103	Glossopharyngeal nerve exits through metotic fissure	0	absent	UBERON_0018339	'metotic fissure'	PATO:0000462	absent		
103	Glossopharyngeal nerve exits through metotic fissure	1	present	UBERON_0018339	'metotic fissure'	PATO:0000467	present		
104	Retroarticular process	0	absent or small and narrow	UBERON:3000543	'retroarticular process'	PATO:0000462	absent		
104	Retroarticular process	0	absent or small and narrow	UBERON:3000543	'retroarticular process'	PATO:0000587	'decreased size'		
104	Retroarticular process	0	absent or small and narrow	UBERON:3000543	'retroarticular process'	PATO:0000599	'decreased width'		
104	Retroarticular process	1	transversely broad, dorsally concave	UBERON:3000543	'retroarticular process'	PATO:0000600	'increased width'		
104	Retroarticular process	1	transversely broad, dorsally concave	UBERON:3000543	'retroarticular process'	PATO:0001857	concave		
105	Humerus, proximal end, posterior prominence of ventral tubercle distinctly greater than that of head of the humerus:	0	no	UBERON:0011187	'greater tubercle of humerus'	PATO:0000587	'decreased size'	UBERON:0004411	'proximal epiphysis of humerus'
105	Humerus, proximal end, posterior prominence of ventral tubercle distinctly greater than that of head of the humerus:	1	yes	UBERON:0011187	'greater tubercle of humerus'	PATO:0000586	'increased size'	UBERON:0004411	'proximal epiphysis of humerus'
106	Sternum, spina externa forming a ridge that extends dorsoventrally over entire sternum rostrum:	0	no	UBERON_0018358	'spina externa'	PATO:0001505	'separated from'	BSPO:0000671 and (BFO:0000050 some UBERON:0000975)	'anterior margin' and (part_of some sternum)
106	Sternum, spina externa forming a ridge that extends dorsoventrally over entire sternum rostrum:	1	yes	UBERON_0018358	'spina externa'	PATO:0001961	'in contact with'	BSPO:0000671 and (BFO:0000050 some UBERON:0000975)	'anterior margin' and (part_of some sternum)
107	Shape of pharyngeal apophysis (basioccipital)	0	forked anteriorly	UBERON_0018349	'pharyngeal apophysis'	PATO:0001784	bifurcated		
107	Shape of pharyngeal apophysis (basioccipital)	1	rounded	UBERON_0018349	'pharyngeal apophysis'	PATO:0002397	subcircular		
108	Humerus, proximal portion, distal end of bicipital surface:	0	indistinct and continuous with the shaft	UBERON:4200048	'bicipital crest'	PATO:0001961	'in contact with'	UBERON:0004652	'humerus diaphysis'
108	Humerus, proximal portion, distal end of bicipital surface:	1	distinct and extends ventral to the shaft	UBERON:4200048	'bicipital crest'	PATO:0001505	'separated from'	UBERON:0004652	'humerus diaphysis'
108	Humerus, proximal portion, distal end of bicipital surface:	1	distinct and extends ventral to the shaft	UBERON:4200048	'bicipital crest'	PATO:0002463	'extends to'	BSPO:0000084 and (BFO:0000050 some UBERON:0004652)	'ventral region' and (part_of some 'humerus diaphysis')
109	Labial cartilages	0	absent	UBERON_0018333	'labial cartilage'	PATO:0000462	absent		
109	Labial cartilages	1	present	UBERON_0018333	'labial cartilage'	PATO:0000467	present		
110	Hemipenis, horns (Branch, 1982)	0	absent	UBERON:0004529 and (BFO:0000050 some UBERON:0008812)	'anatomical projection' and (part_of some hemipenis)	PATO:0000462	absent		
110	Hemipenis, horns (Branch, 1982)	1	present, simple	UBERON:0004529 and (BFO:0000050 some UBERON:0008812)	'anatomical projection' and (part_of some hemipenis)	PATO:0001503	simple		
110	Hemipenis, horns (Branch, 1982)	2	present, multi-cusped	UBERON:0004529 and (BFO:0000050 some UBERON:0008812)	'anatomical projection' and (part_of some hemipenis)	PATO:0002257	multicuspidate		
111	Palatines:	0	remain separate anterior to the internal choana	UBERON:0001682 and (BSPO:0000120 some UBERON:0000468) and (BSPO:0000096 some UBERON:0010425)	'palatine bone' and (in_left_side_of some 'multi-cellular organism') and (anterior_to some 'internal naris')	PATO:0001505	'separated from'	UBERON:0001682 and (BSPO:0000121 some UBERON:0000468) and (BSPO:0000096 some UBERON:0010425)	'palatine bone' and (in_right_side_of some 'multi-cellular organism') and (anterior_to some 'internal naris')
111	Palatines:	1	fused anterior to the internal choana	UBERON:0001682 and (BSPO:0000120 some UBERON:0000468) and (BSPO:0000096 some UBERON:0010425)	'palatine bone' and (in_left_side_of some 'multi-cellular organism') and (anterior_to some 'internal naris')	PATO:0000642	'fused with'	UBERON:0001682 and (BSPO:0000121 some UBERON:0000468) and (BSPO:0000096 some UBERON:0010425)	'palatine bone' and (in_right_side_of some 'multi-cellular organism') and (anterior_to some 'internal naris')
112	Cheek scale rows	0	scales of similar size, symmetrical rows	UBERON:4300006 and (UBERON:attaches_to some UBERON:0001567)	'scale row' and (attaches_to some cheek)	PATOTEMP:72338a24-4cae-4c52-9e10-13f3fa0b4e72	'uniform size'		
112	Cheek scale rows	0	scales of similar size, symmetrical rows	UBERON:4300006 and (UBERON:attaches_to some UBERON:0001567)	'scale row' and (attaches_to some cheek)	PATO:0000632	symmetrical		
112	Cheek scale rows	1	scales vary in size, uneven rows	UBERON:4300006 and (UBERON:attaches_to some UBERON:0001567)	'scale row' and (attaches_to some cheek)	PATO:0001956	'variability of size'		
112	Cheek scale rows	1	scales vary in size, uneven rows	UBERON:4300006 and (UBERON:attaches_to some UBERON:0001567)	'scale row' and (attaches_to some cheek)	PATO:0000616	asymmetrical		
113	dP5 posthypocrista and postcingulum continuity on UdP5	0	continuous	UBERON_0018292 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some UBERON:0007116)))	posthypocrista and (part_of some ('premolar tooth' and (part_of some 'primary dentition')))	PATO:0001961	'in contact with'	UBERON_0018290 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some UBERON:0007116)))	postcingulum and (part_of some ('premolar tooth' and (part_of some 'primary dentition')))
113	dP5 posthypocrista and postcingulum continuity on UdP5	1	not continuous	UBERON_0018292 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some UBERON:0007116)))	posthypocrista and (part_of some ('premolar tooth' and (part_of some 'primary dentition')))	PATO:0001505	'separated from'	UBERON_0018290 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some UBERON:0007116)))	postcingulum and (part_of some ('premolar tooth' and (part_of some 'primary dentition')))
114	Posterior wall of nasal capsule	0	complete	UBERON:3000454	'postnasal wall'	PATOTEMP:251eb770-5822-400b-9c99-b3e238edd6d1	complete		
114	Posterior wall of nasal capsule	1	incomplete	UBERON:3000454	'postnasal wall'	PATO:0005013	'incomplete structure'		
115	Braincase, occipital condyle (Egek9)	0	single unit made of basioccipital and exoccipitals; ovoid or subovoid	UBERON:0006811	'occipital condyle'	PATO:0001891	ovate		
115	Braincase, occipital condyle (Egek9)	0	single unit made of basioccipital and exoccipitals; ovoid or subovoid	UBERON:0006811	'occipital condyle'	PATO:0002397	subcircular		
115	Braincase, occipital condyle (Egek9)	0	single unit made of basioccipital and exoccipitals; ovoid or subovoid	UBERON:0006811	'occipital condyle'	PATOTEMP:3345d85f-be6b-4edb-aeec-f81fa3643a63	'amalgam of'	UBERON:0001692	'basioccipital bone'
115	Braincase, occipital condyle (Egek9)	0	single unit made of basioccipital and exoccipitals; ovoid or subovoid	UBERON:0006811	'occipital condyle'	PATOTEMP:3345d85f-be6b-4edb-aeec-f81fa3643a63	'amalgam of'	UBERON:0001693	'exoccipital bone'
115	Braincase, occipital condyle (Egek9)	1	bipartate, constructed of exoccipitals	UBERON:0006811	'occipital condyle'	PATO:0002533	bipartite		
115	Braincase, occipital condyle (Egek9)	1	bipartate, constructed of exoccipitals	UBERON:0006811	'occipital condyle'	PATOTEMP:be5ee941-906d-4f7d-9995-8f7c5dc0fcfe	'composed of'	UBERON:0001693	'exoccipital bone'
115	Braincase, occipital condyle (Egek9)	2	single unit made of basioccipital and exoccipitals; U-shaped	UBERON:0006811	'occipital condyle'	PATOTEMP:3345d85f-be6b-4edb-aeec-f81fa3643a63	'amalgam of'	UBERON:0001692	'basioccipital bone'
115	Braincase, occipital condyle (Egek9)	2	single unit made of basioccipital and exoccipitals; U-shaped	UBERON:0006811	'occipital condyle'	PATOTEMP:3345d85f-be6b-4edb-aeec-f81fa3643a63	'amalgam of'	UBERON:0001693	'exoccipital bone'
115	Braincase, occipital condyle (Egek9)	2	single unit made of basioccipital and exoccipitals; U-shaped	UBERON:0006811	'occipital condyle'	PATO:0001879	U-shaped		
115	Braincase, occipital condyle (Egek9)	3	formed only by the basioccipital	UBERON:0006811	'occipital condyle'	PATOTEMP:be5ee941-906d-4f7d-9995-8f7c5dc0fcfe	'composed of'	UBERON:0001692	'basioccipital bone'
116	Opisthotic/cheek contact	0	not in contact	UBERON:0010910	opisthotic	PATO:0001505	'separated from'	UBERON:0001567	cheek
116	Opisthotic/cheek contact	1	in contact and tightly sutured	UBERON:0010910	opisthotic	PATO:0001961	'in contact with'	UBERON:0001567	cheek
116	Opisthotic/cheek contact	1	in contact and tightly sutured	UBERON:0010910	opisthotic	PATOTEMP:5ecbb067-bdff-405c-9ea6-d2dac28b99b5	'sutured with'	UBERON:0001567	cheek
117	Number of centralia in manus or pes:	0	more than one central element	UBERON:0012131	centrale	PATO:0000070	count		
117	Number of centralia in manus or pes:	1	one central element	UBERON:0012131	centrale	PATO:0000070	count		
118	Prismatic cartilage	0	absent	UBERON_0018352	'prismatic cartilage'	PATO:0000462	absent		
118	Prismatic cartilage	1	present	UBERON_0018352	'prismatic cartilage'	PATO:0000467	present		
119	Fused anterior vertebral arches (synarcual) at anchorage of dorsal spine	0	absent	UBERON:0010358 and (BFO:0000050 some UBERON:4200129)	'arch of centrum of vertebra' and (part_of some 'synarcual region')	PATO:0000651	'unfused from'	UBERON:0001076	'spinous process of vertebra'
119	Fused anterior vertebral arches (synarcual) at anchorage of dorsal spine	1	present	UBERON:0010358 and (BFO:0000050 some UBERON:4200129)	'arch of centrum of vertebra' and (part_of some 'synarcual region')	PATO:0000642	'fused with'	UBERON:0001076	'spinous process of vertebra'
120	Symphysial extension of alveolar process of premaxilla	0	present	UBERON:2002257	'premaxilla dentigerous process'	PATO:0000586	'increased size'		
120	Symphysial extension of alveolar process of premaxilla	1	absent	UBERON:2002257	'premaxilla dentigerous process'	PATO:0000587	'decreased size'		
121	Tibiotarsus, distal end, supratendinal bridge:	0	ossified	UBERON_0018366 and (BFO:0000050 some UBERON:0008194)	'supratendinal bridge' and (part_of some tibiotarsus)	PATO:0001448	ossified		
121	Tibiotarsus, distal end, supratendinal bridge:	1	tendinous	UBERON_0018366 and (BFO:0000050 some UBERON:0008194)	'supratendinal bridge' and (part_of some tibiotarsus)	PATOTEMP:e7a5a00e-cf75-44e7-b26d-391526249555	tendinous		
122	Anal fin supported by radials external to body wall	0	absent	UBERON:2001671 and (PHENOSCAPE:extends_to some UBERON:0008897)	'anal fin radial' and (extends_to some fin)	PATO:0000462	absent		
122	Anal fin supported by radials external to body wall	1	present	UBERON:2001671 and (PHENOSCAPE:extends_to some UBERON:0008897)	'anal fin radial' and (extends_to some fin)	PATO:0000467	present		
123	Sensory pores dorsal to orbit	0	highly branching (with 10 or more pores)	UBERON_0018357 and (BSPO:0000098 some UBERON:0001697)	'sensory pore' and (dorsal_to some 'orbital region')	PATO:0002285	'increased branchiness'		
123	Sensory pores dorsal to orbit	1	few branches	UBERON_0018357 and (BSPO:0000098 some UBERON:0001697)	'sensory pore' and (dorsal_to some 'orbital region')	PATO:0002286	'decreased branchiness'		
124	Canal for lateral dorsal aorta long	0	absent	UBERON:0004111 and (RO:0002221 some UBERON:0005805)	'anatomical conduit' and (surrounds some 'dorsal aorta')	PATO:0000574	'decreased length'		
124	Canal for lateral dorsal aorta long	1	present	UBERON:0004111 and (RO:0002221 some UBERON:0005805)	'anatomical conduit' and (surrounds some 'dorsal aorta')	PATO:0000573	'increased length'		
125	Size of symphysial pair of teeth relative to other teeth	0	same size as other teeth, or slight gradient of size with shortest teeth found more posteriorly	UBERON_0018299 and (BFO:0000050 some UBERON:0003277)	'symphyseal tooth' and (part_of some 'skeleton of upper jaw')	PATOTEMP:1661abba-22d3-4266-b0a2-d7b7d3a7e086	'equal size'	UBERON:0009680	'set of upper jaw teeth'
125	Size of symphysial pair of teeth relative to other teeth	0	same size as other teeth, or slight gradient of size with shortest teeth found more posteriorly	UBERON_0018299 and (BFO:0000050 some UBERON:0001684)	'symphyseal tooth' and (part_of some mandible)	PATOTEMP:1661abba-22d3-4266-b0a2-d7b7d3a7e086	'equal size'	UBERON:0009679	'set of lower jaw teeth'
125	Size of symphysial pair of teeth relative to other teeth	2	symphysial teeth prolonged relative to all other teeth	UBERON_0018299 and (BFO:0000050 some UBERON:0003277)	'symphyseal tooth' and (part_of some 'skeleton of upper jaw')	PATO:0000586	'increased size'	UBERON:0009680	'set of upper jaw teeth'
125	Size of symphysial pair of teeth relative to other teeth	2	symphysial teeth prolonged relative to all other teeth	UBERON_0018299 and (BFO:0000050 some UBERON:0003278)	'symphyseal tooth' and (part_of some 'skeleton of lower jaw')	PATO:0000586	'increased size'	UBERON:0009679	'set of lower jaw teeth'
125	Size of symphysial pair of teeth relative to other teeth	1	upper jaw outer row symphysial pair of teeth prolonged; symphysial outer row lower jaw lower teeth very short, next 1 – 2 teeth much longer	UBERON_0018299 and (BFO:0000050 some UBERON:0003277)	'symphyseal tooth' and (part_of some 'skeleton of upper jaw')	PATO:0000586	'increased size'	UBERON:0009680	'set of upper jaw teeth'
125	Size of symphysial pair of teeth relative to other teeth	1	upper jaw outer row symphysial pair of teeth prolonged; symphysial outer row lower jaw lower teeth very short, next 1 – 2 teeth much longer	UBERON_0018299 and (BFO:0000050 some UBERON:0003278)	'symphyseal tooth' and (part_of some 'skeleton of lower jaw')	PATO:0000587	'decreased size'	UBERON:0009679	'set of lower jaw teeth'
126	Nasal-prefrontal contact;	0	present	UBERON:0001681	'nasal bone'	PATO:0001961	'in contact with'	UBERON:0010750	'prefrontal bone'
126	Nasal-prefrontal contact;	1	absent	UBERON:0001681	'nasal bone'	PATO:0001505	'separated from'	UBERON:0010750	'prefrontal bone'
127	Vomerine dentition:	0	transverse row, medial in the palate	UBERONTEMP:36313895-f75e-421c-9022-8397d0be3b8f	'vomerine dentition'	PATO:0001191	'medial to'	UBERON:0007375	'roof of mouth'
127	Vomerine dentition:	1	marginal, tooth row parallel to premaxilla and maxilla	UBERONTEMP:36313895-f75e-421c-9022-8397d0be3b8f	'vomerine dentition'	PATO:0002272	'parallel to'	UBERON:0002244	premaxilla
127	Vomerine dentition:	1	marginal, tooth row parallel to premaxilla and maxilla	UBERONTEMP:36313895-f75e-421c-9022-8397d0be3b8f	'vomerine dentition'	PATO:0002272	'parallel to'	UBERON:0002397	maxilla
127	Vomerine dentition:	2	longitudinal row or patch	UBERONTEMP:36313895-f75e-421c-9022-8397d0be3b8f	'vomerine dentition'	PATO:0002024	'anterior-posterior polarity'		
128	Quadratojugal	0	present	UBERON:0011267	'quadratojugal bone'	PATO:0000467	present		
128	Quadratojugal	1	absent	UBERON:0011267	'quadratojugal bone'	PATO:0000462	absent		
129	Mandible with intraramal joint and posterior half of mandibular rami greatly widened (mediolateral width greater than dorsoventral extension) and dorsoventrally flattened:	0	no	UBERON_0018331	'intraramal joint'	PATO:0000462	absent		
129	Mandible with intraramal joint and posterior half of mandibular rami greatly widened (mediolateral width greater than dorsoventral extension) and dorsoventrally flattened:	0	no	BSPO:0000072 and (BFO:0000050 some UBERON:0000401)	'posterior region' and (part_of some 'mandibular ramus')	PATO:0000599	'decreased width'		
129	Mandible with intraramal joint and posterior half of mandibular rami greatly widened (mediolateral width greater than dorsoventral extension) and dorsoventrally flattened:	1	yes	UBERON_0018331	'intraramal joint'	PATO:0000467	present		
129	Mandible with intraramal joint and posterior half of mandibular rami greatly widened (mediolateral width greater than dorsoventral extension) and dorsoventrally flattened:	1	yes	BSPO:0000072 and (BFO:0000050 some UBERON:0000401)	'posterior region' and (part_of some 'mandibular ramus')	PATO:0000600	'increased width'		
129	Mandible with intraramal joint and posterior half of mandibular rami greatly widened (mediolateral width greater than dorsoventral extension) and dorsoventrally flattened:	1	yes	BSPO:0000072 and (BFO:0000050 some UBERON:0000401)	'posterior region' and (part_of some 'mandibular ramus')	PATO:0002254	flattened		
130	Sensory pores directly posterior to the orbit	0	form continuous clump of pores from orbit to opening of operculum	UBERON_0018357 and (BSPO:0000099 some UBERON:0001697)	'sensory pore' and (posterior_to some 'orbital region')	PATOTEMP:d6b48484-612c-4c0d-8c9a-7f3156da1c54	'continuous (structure)'		
130	Sensory pores directly posterior to the orbit	1	few pores, discontinuous clumps from orbit to operculum	UBERON_0018357 and (BSPO:0000099 some UBERON:0001697)	'sensory pore' and (posterior_to some 'orbital region')	PATO:0000690	discontinuous		
130	Sensory pores directly posterior to the orbit	1	few pores, discontinuous clumps from orbit to operculum	UBERON_0018357 and (BSPO:0000099 some UBERON:0001697)	'sensory pore' and (posterior_to some 'orbital region')	PATO:0001997	'present in fewer numbers in organism'		
131	Positions of foramina for nerves II, mand IV in orbit. Nerve foramen II situated mid-orbit	0	nerve foramen II situated mid-orbit, III and IV posterior to II	UBERON:3000332	'oculomotor foramen'	PATO:0001633	'posterior to'	UBERON:0004111 and (RO:0002221 some UBERON:0000941)	'anatomical conduit' and (surrounds some 'cranial nerve II')
131	Positions of foramina for nerves II, mand IV in orbit. Nerve foramen II situated mid-orbit	0	nerve foramen II situated mid-orbit, III and IV posterior to II	UBERON:3000610	'trochlear foramen'	PATO:0001633	'posterior to'	UBERON:0004111 and (RO:0002221 some UBERON:0000941)	'anatomical conduit' and (surrounds some 'cranial nerve II')
131	Positions of foramina for nerves II, mand IV in orbit. Nerve foramen II situated mid-orbit	1	nerve foramen II situated mid orbit, IV anterior to II	UBERON:3000610	'trochlear foramen'	PATO:0001632	'anterior to'	UBERON:0004111 and (RO:0002221 some UBERON:0000941)	'anatomical conduit' and (surrounds some 'cranial nerve II')
131	Positions of foramina for nerves II, mand IV in orbit. Nerve foramen II situated mid-orbit	1	nerve foramen II situated mid orbit, IV anterior to II	UBERON:3000332	'oculomotor foramen'	PATO:0001632	'anterior to'	UBERON:0004111 and (RO:0002221 some UBERON:0000941)	'anatomical conduit' and (surrounds some 'cranial nerve II')
132	Epurals	0	bearing a single procurrent caudal fin ray each (2 total)	UBERON:4000174 and (UBERON:attaches_to some UBERON:2000660)	'caudal fin lepidotrichium' and (attaches_to some epural)	PATOTEMP:499c1f37-c1fe-456a-86be-ce5f94a44782	single		
132	Epurals	1	bearing several procurrent caudal fin rays (3 or more total)	UBERON:4000174 and (UBERON:attaches_to some UBERON:2000660)	'caudal fin lepidotrichium' and (attaches_to some epural)	PATO:0002118	multiple		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	0	no	UBERON:0002131	'anterior lobe of cerebellum'	PATO:0000586	'increased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	0	no	UBERONTEMP:53e954ae-e996-4f76-a4e3-abdf5f12b906	'folium II'	PATO:0000586	'increased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	0	no	UBERONTEMP:d9743182-4239-4e43-9228-9bf6102c7f21	'folium III'	PATO:0000586	'increased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	0	no	UBERON:0004002	'cerebellum posterior lobe'	PATO:0000587	'decreased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	1	yes	UBERON:0002131	'anterior lobe of cerebellum'	PATO:0000587	'decreased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	1	yes	UBERONTEMP:d9743182-4239-4e43-9228-9bf6102c7f21	'folium III'	PATO:0000587	'decreased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	1	yes	UBERON:0004002	'cerebellum posterior lobe'	PATO:0000586	'increased size'		
133	Cerebellum with reduced anterior lobe, particularly small folia II and III, and relatively large posterior lobe:	1	yes	UBERONTEMP:53e954ae-e996-4f76-a4e3-abdf5f12b906	'folium II'	PATO:0000587	'decreased size'		
134	Number of free ribs on anterior caudal vertebrae:	0	more than three pairs	UBERON:0002228 and (RO:0002150 some UBERON:0001095)	rib and (connected_to some 'caudal vertebra')	PATO:0000070	count		
134	Number of free ribs on anterior caudal vertebrae:	1	two to three pairs	UBERON:0002228 and (RO:0002150 some UBERON:0001095)	rib and (connected_to some 'caudal vertebra')	PATO:0000070	count		
134	Number of free ribs on anterior caudal vertebrae:	1	two to three pairs	UBERON:0002228 and (RO:0002150 some UBERON:0001095)	rib and (connected_to some 'caudal vertebra')	PATO:0000070	count		
134	Number of free ribs on anterior caudal vertebrae:	2	free ribs absent	UBERON:0002228 and (RO:0002150 some UBERON:0001095)	rib and (connected_to some 'caudal vertebra')	PATO:0000462	absent		
135	Sutures on ventral aspect of lower pharyngobranchial toothplate	0	few < 5	UBERON:0003685 and (BFO:0000050 some UBERON:2001647)	'cranial suture' and (part_of some 'pharyngeal tooth plate')	PATO:0001997	'present in fewer numbers in organism'		
135	Sutures on ventral aspect of lower pharyngobranchial toothplate	1	many, 5 +	UBERON:0003685 and (BFO:0000050 some UBERON:2001647)	'cranial suture' and (part_of some 'pharyngeal tooth plate')	PATO:0000470	'present in greater numbers in organism'		
136	Pelvis, ilioischidic foramen:	0	open	UBERON_0018326	'ilioischiadic foramen'	PATO:0000610	open		
136	Pelvis, ilioischidic foramen:	1	closed	UBERON_0018326	'ilioischiadic foramen'	PATO:0000608	closed		
137	Radius/ulna length	0	radius shorter than ulna	UBERON:0001423	'radius bone'	PATO:0000574	'decreased length'	UBERON:0001424	ulna
137	Radius/ulna length	1	radius longer than ulna	UBERON:0001423	'radius bone'	PATO:0000573	'increased length'	UBERON:0001424	ulna
137	Radius/ulna length	2	radius and ulna subequal	UBERON:0001423	'radius bone'	PATOTEMP:08f33581-2b05-477a-9213-dda0e0972f7a	'equal length'	UBERON:0001424	ulna
138	BRC squamosal, suprameatal foramen, presence	0	absent	UBERON_0018364	'suprameatal foramen'	PATO:0000462	absent		
138	BRC squamosal, suprameatal foramen, presence	1	present	UBERON_0018364	'suprameatal foramen'	PATO:0000467	present		
139	Oral teeth w/lingual cusps	0	absent	UBERON:0006844 and (UBERON:in_median_plane_of some UBERON:0009680)	'cusp of tooth' and (in_median_plane_of some 'set of upper jaw teeth')	PATO:0000462	absent		
139	Oral teeth w/lingual cusps	0	absent	UBERON:0006844 and (UBERON:in_median_plane_of some UBERON:0009679)	'cusp of tooth' and (in_median_plane_of some 'set of lower jaw teeth')	PATO:0000462	absent		
139	Oral teeth w/lingual cusps	1	present	UBERON:0006844 and (UBERON:in_median_plane_of some UBERON:0009680)	'cusp of tooth' and (in_median_plane_of some 'set of upper jaw teeth')	PATO:0000467	present		
139	Oral teeth w/lingual cusps	1	present	UBERON:0006844 and (UBERON:in_median_plane_of some UBERON:0009679)	'cusp of tooth' and (in_median_plane_of some 'set of lower jaw teeth')	PATO:0000467	present		
140	Endolymphatic ducts exit into slot-shaped median fossa	0	absent	UBERON:0001860 and (PHENOSCAPE:extends_to some (UBERON:0004704 and (BFO:0000053 some PATOTEMP:37a095ce-53fc-4746-80ff-f7ce2a70ffa4)))	'endolymphatic duct' and (extends_to some ('bone fossa' and (bearer_of some slot-shaped)))	PATO:0000462	absent		
140	Endolymphatic ducts exit into slot-shaped median fossa	1	present	UBERON:0001860 and (PHENOSCAPE:extends_to some (UBERON:0004704 and (BFO:0000053 some PATOTEMP:37a095ce-53fc-4746-80ff-f7ce2a70ffa4)))	'endolymphatic duct' and (extends_to some ('bone fossa' and (bearer_of some slot-shaped)))	PATO:0000467	present		
141	UG tract - Oviduct mucosal folds	0	throughout oviduct	UBERON_0018343	'oviduct mucosal fold'	PATOTEMP:ae31beca-4250-4216-a596-14036ab9f02a	'distributed throughout'		
